OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost,,
SO - 0009672,1/31/2015,106,Wholesale,GBP,AXW291,83,18,8,"1,098.80","8,790.40",450.51,,
SO - 0008171,1/31/2015,10,Distributor,GBP,NXH382,18,17,10,"2,318.20","23,182.00","1,553.19",,
SO - 0009088,1/31/2015,113,Wholesale,GBP,AXW291,19,29,6,"1,259.60","7,557.60",831.34,,
SO - 0001851,2/1/2015,164,Export,GBP,AXW291,63,5,9,"2,740.30","24,662.70","1,205.73",,
SO - 0003418,2/1/2015,49,Export,GBP,AXW291,57,1,12,917.90,"11,014.80",523.20,,
SO - 0003535,2/1/2015,89,Wholesale,GBP,AXW291,63,14,5,"1,976.50","9,882.50","1,462.61",,
SO - 0004051,2/1/2015,67,Wholesale,GBP,AXW291,28,13,8,"1,943.00","15,544.00","1,224.09",,
SO - 0005008,2/1/2015,155,Distributor,GBP,AXW291,52,2,11,850.90,"9,359.90",697.74,,
SO - 0005207,2/1/2015,4,Wholesale,GBP,AXW291,42,26,10,857.60,"8,576.00",497.41,,
SO - 0006241,2/1/2015,124,Wholesale,GBP,AXW291,24,3,10,"1,065.30","10,653.00",628.53,,
SO - 0010562,2/1/2015,28,Distributor,GBP,NXH382,68,4,7,770.50,"5,393.50",562.47,,
SO - 0008480,2/1/2015,165,Distributor,GBP,GUT930,61,25,10,"1,085.40","10,854.00",759.78,,
SO - 0004566,2/2/2015,155,Export,GBP,AXW291,82,4,10,"3,839.10","38,391.00","2,149.90",,
SO - 0004671,2/2/2015,36,Wholesale,GBP,AXW291,40,26,11,201.00,"2,211.00",118.59,,
SO - 0005249,2/2/2015,22,Wholesale,GBP,AXW291,74,17,11,"1,192.60","13,118.60",632.08,,
SO - 0007527,2/2/2015,6,Wholesale,GBP,AXW291,80,1,6,"1,159.10","6,954.60",869.33,,
SO - 0008785,2/2/2015,15,Export,GBP,AXW291,36,14,10,"1,051.90","10,519.00",704.77,,
SO - 0008909,2/2/2015,78,Wholesale,GBP,AXW291,62,20,5,"1,956.40","9,782.00","1,584.68",,
SO - 0004444,2/3/2015,150,Wholesale,GBP,AXW291,44,5,5,"1,051.90","5,259.50",746.85,,
SO - 0004766,2/3/2015,76,Distributor,GBP,AXW291,30,3,9,"2,425.40","21,828.60","1,479.49",,
SO - 0007205,2/3/2015,79,Export,GBP,AXW291,51,19,7,938.00,"6,566.00",712.88,,
SO - 0009944,2/3/2015,24,Distributor,GBP,AXW291,63,20,7,"5,473.90","38,317.30","2,463.26",,
SO - 0001700,2/4/2015,138,Wholesale,GBP,AXW291,1,1,8,857.60,"6,860.80",686.08,,
SO - 0004950,2/4/2015,115,Distributor,GBP,AXW291,83,6,9,"3,825.70","34,431.30","3,098.82",,
SO - 0009568,2/4/2015,29,Wholesale,GBP,AXW291,19,3,7,"5,654.80","39,583.60","3,110.14",,
SO - 0009080,2/4/2015,48,Distributor,GBP,NXH382,57,26,12,"2,505.80","30,069.60","1,904.41",,
SO - 0008649,2/4/2015,23,Distributor,GBP,GUT930,30,5,5,"3,872.60","19,363.00","1,897.57",,
SO - 0004681,2/5/2015,36,Distributor,GBP,AXW291,21,5,11,"5,045.10","55,496.10","3,027.06",,
SO - 0007680,2/5/2015,149,Wholesale,GBP,AXW291,41,3,11,"1,755.40","19,309.40",754.82,,
SO - 0010076,2/5/2015,124,Wholesale,GBP,GUT930,10,26,8,864.30,"6,914.40",630.94,,
SO - 0008897,2/5/2015,50,Distributor,GBP,AXW291,14,28,6,"3,879.30","23,275.80","2,599.13",,
SO - 0003330,2/6/2015,9,Export,GBP,AXW291,46,5,9,"1,306.50","11,758.50",535.67,,
SO - 0004404,2/6/2015,95,Wholesale,GBP,AXW291,68,6,6,"3,906.10","23,436.60","2,031.17",,
SO - 0005128,2/6/2015,30,Distributor,GBP,AXW291,79,26,5,227.80,"1,139.00",161.74,,
SO - 0005510,2/6/2015,30,Wholesale,GBP,AXW291,47,7,9,"1,876.00","16,884.00","1,275.68",,
SO - 0006238,2/6/2015,31,Wholesale,GBP,AXW291,2,26,9,"2,338.30","21,044.70","1,286.07",,
SO - 0007828,2/6/2015,89,Export,GBP,AXW291,19,25,10,"3,470.60","34,706.00","2,845.89",,
SO - 0009128,2/6/2015,123,Wholesale,GBP,AXW291,38,16,9,"1,862.60","16,763.40","1,564.58",,
SO - 000531,2/7/2015,135,Wholesale,GBP,AXW291,77,2,6,"1,172.50","7,035.00",809.03,,
SO - 0002336,2/7/2015,168,Distributor,GBP,AXW291,56,1,9,"3,457.20","31,114.80","1,452.02",,
SO - 0002721,2/7/2015,134,Wholesale,GBP,AXW291,4,26,10,"6,311.40","63,114.00","4,986.01",,
SO - 0003215,2/7/2015,39,Wholesale,GBP,AXW291,26,25,11,174.20,"1,916.20",127.17,,
SO - 0006474,2/7/2015,23,Distributor,GBP,AXW291,54,15,7,"6,217.60","43,523.20","4,974.08",,
SO - 0007429,2/7/2015,55,Wholesale,GBP,AXW291,54,3,6,"3,966.40","23,798.40","2,974.80",,
SO - 0008076,2/7/2015,49,Wholesale,GBP,AXW291,50,2,5,"1,038.50","5,192.50",664.64,,
SO - 0009363,2/7/2015,91,Wholesale,GBP,AXW291,7,26,9,"2,278.00","20,502.00","1,161.78",,
SO - 000289,2/8/2015,39,Wholesale,GBP,AXW291,26,20,7,"1,996.60","13,976.20","1,397.62",,
SO - 0001604,2/8/2015,84,Export,GBP,AXW291,75,25,6,"5,815.60","34,893.60","3,082.27",,
SO - 0002824,2/8/2015,150,Wholesale,GBP,AXW291,42,15,8,"1,092.10","8,736.80",589.73,,
SO - 0003708,2/8/2015,81,Distributor,GBP,AXW291,7,14,6,187.60,"1,125.60",146.33,,
SO - 0003944,2/8/2015,33,Wholesale,GBP,AXW291,30,25,12,268.00,"3,216.00",171.52,,
SO - 0004298,2/8/2015,48,Distributor,GBP,AXW291,25,1,9,"6,432.00","57,888.00","4,373.76",,
SO - 0006139,2/8/2015,74,Distributor,GBP,AXW291,29,15,7,"3,865.90","27,061.30","1,701.00",,
SO - 0006288,2/8/2015,95,Distributor,GBP,AXW291,17,6,9,"1,038.50","9,346.50",571.18,,
SO - 0007366,2/8/2015,103,Export,GBP,AXW291,20,9,10,790.60,"7,906.00",545.51,,
SO - 0007450,2/8/2015,69,Distributor,GBP,AXW291,39,30,9,884.40,"7,959.60",548.33,,
SO - 0009698,2/8/2015,151,Wholesale,GBP,NXH382,6,20,7,"2,626.40","18,384.80","1,339.46",,
SO - 0008436,2/8/2015,141,Distributor,GBP,NXH382,22,14,12,"1,755.40","21,064.80","1,018.13",,
SO - 0010100,2/8/2015,174,Wholesale,GBP,NXH382,37,20,5,"1,025.10","5,125.50",420.29,,
SO - 000897,2/9/2015,63,Distributor,GBP,AXW291,69,27,11,"3,008.30","33,091.30","1,594.40",,
SO - 0002055,2/9/2015,95,Wholesale,GBP,AXW291,69,11,5,"1,185.90","5,929.50",960.58,,
SO - 0004232,2/9/2015,75,Distributor,GBP,AXW291,69,25,7,"1,078.70","7,550.90",647.22,,
SO - 0006403,2/9/2015,125,Distributor,GBP,AXW291,11,26,5,"1,333.30","6,666.50",986.64,,
SO - 0006538,2/9/2015,106,Wholesale,GBP,AXW291,32,18,8,"1,098.80","8,790.40",450.51,,
SO - 0007042,2/9/2015,101,Distributor,GBP,AXW291,32,19,12,"1,996.60","23,959.20","1,677.14",,
SO - 0007067,2/9/2015,127,Wholesale,GBP,AXW291,72,19,11,"2,592.90","28,521.90","1,192.73",,
SO - 0007654,2/9/2015,107,Distributor,GBP,AXW291,67,27,11,"2,606.30","28,669.30","1,668.03",,
SO - 0007986,2/9/2015,58,Distributor,GBP,AXW291,80,16,7,"1,132.30","7,926.10",532.18,,
SO - 0008275,2/9/2015,48,Wholesale,GBP,NXH382,24,22,5,"2,552.70","12,763.50","1,225.30",,
SO - 0010478,2/9/2015,105,Wholesale,GBP,NXH382,55,22,12,"1,038.50","12,462.00",508.87,,
SO - 000754,2/10/2015,70,Wholesale,GBP,AXW291,23,10,7,"1,078.70","7,550.90",442.27,,
SO - 0002307,2/10/2015,160,Export,GBP,AXW291,70,19,11,167.50,"1,842.50",78.73,,
SO - 0004355,2/10/2015,142,Distributor,GBP,AXW291,83,25,12,670.00,"8,040.00",408.70,,
SO - 0004548,2/10/2015,39,Export,GBP,AXW291,39,20,6,"6,277.90","37,667.40","4,143.41",,
SO - 0004604,2/10/2015,158,Wholesale,GBP,AXW291,24,18,5,"1,078.70","5,393.50",776.66,,
SO - 0010146,2/10/2015,27,Distributor,GBP,GUT930,48,12,7,"2,324.90","16,274.30","1,069.45",,
SO - 0010037,2/10/2015,120,Wholesale,GBP,FLR025,71,18,5,917.90,"4,589.50",743.50,,
SO - 0009977,2/10/2015,112,Wholesale,GBP,NXH382,25,27,10,"3,932.90","39,329.00","2,084.44",,
SO - 0009667,2/10/2015,106,Distributor,GBP,GUT930,32,5,11,"6,378.40","70,162.40","4,783.80",,
SO - 000259,2/11/2015,2,Wholesale,GBP,AXW291,57,15,11,"2,231.10","24,542.10","1,784.88",,
SO - 0001007,2/11/2015,136,Distributor,GBP,AXW291,66,25,8,"1,922.90","15,383.20",865.31,,
SO - 0001237,2/11/2015,77,Wholesale,GBP,AXW291,32,17,11,"5,628.00","61,908.00","4,108.44",,
SO - 0002670,2/11/2015,88,Wholesale,GBP,AXW291,39,4,12,"3,959.70","47,516.40","2,811.39",,
SO - 0002953,2/11/2015,158,Distributor,GBP,AXW291,35,5,5,"1,025.10","5,125.50",697.07,,
SO - 0004408,2/11/2015,113,Distributor,GBP,AXW291,85,3,7,"1,145.70","8,019.90",836.36,,
SO - 0009142,2/11/2015,100,Wholesale,GBP,AXW291,59,4,10,"5,835.70","58,357.00","2,509.35",,
SO - 0009907,2/11/2015,90,Wholesale,GBP,AXW291,46,4,7,"3,041.80","21,292.60","2,555.11",,
SO - 000784,2/12/2015,64,Export,GBP,AXW291,49,9,11,194.30,"2,137.30",110.75,,
SO - 0004754,2/12/2015,163,Wholesale,GBP,AXW291,7,5,8,"6,304.70","50,437.60","5,106.81",,
SO - 0005111,2/12/2015,94,Export,GBP,AXW291,3,17,6,"5,862.50","35,175.00","2,872.63",,
SO - 0005435,2/12/2015,70,Wholesale,GBP,AXW291,27,1,5,"3,370.10","16,850.50","2,527.58",,
SO - 0005542,2/12/2015,49,Distributor,GBP,AXW291,16,30,8,"1,045.20","8,361.60",710.74,,
SO - 0005697,2/12/2015,158,Distributor,GBP,AXW291,81,26,10,"1,983.20","19,832.00","1,189.92",,
SO - 0007647,2/12/2015,162,Wholesale,GBP,AXW291,47,14,8,984.90,"7,879.20",827.32,,
SO - 0007882,2/12/2015,7,Distributor,GBP,AXW291,55,25,6,931.30,"5,587.80",791.61,,
SO - 0008788,2/12/2015,53,Distributor,GBP,AXW291,8,29,9,743.70,"6,693.30",632.15,,
SO - 0010761,2/12/2015,95,Wholesale,GBP,FLR025,40,19,10,891.10,"8,911.00",623.77,,
SO - 0001838,2/13/2015,146,Wholesale,GBP,AXW291,59,20,10,"2,566.10","25,661.00","1,950.24",,
SO - 0002093,2/13/2015,139,Export,GBP,AXW291,39,18,9,"6,391.80","57,526.20","3,323.74",,
SO - 0002691,2/13/2015,158,Distributor,GBP,AXW291,81,24,7,"1,031.80","7,222.60",588.13,,
SO - 0004159,2/13/2015,13,Wholesale,GBP,AXW291,23,9,6,194.30,"1,165.80",97.15,,
SO - 0004551,2/13/2015,43,Wholesale,GBP,AXW291,85,4,9,"1,775.50","15,979.50","1,154.08",,
SO - 0005551,2/13/2015,50,Distributor,GBP,AXW291,11,26,8,"2,499.10","19,992.80","1,774.36",,
SO - 0006056,2/13/2015,59,Wholesale,GBP,AXW291,51,25,10,"3,075.30","30,753.00","1,722.17",,
SO - 0007390,2/13/2015,83,Wholesale,GBP,AXW291,18,3,9,"3,939.60","35,456.40","2,718.32",,
SO - 0009948,2/13/2015,23,Wholesale,GBP,AXW291,79,26,12,187.60,"2,251.20",155.71,,
SO - 0010729,2/13/2015,107,Distributor,GBP,AXW291,85,27,6,"1,051.90","6,311.40",662.70,,
SO - 0001213,2/14/2015,48,Distributor,GBP,AXW291,16,15,12,"2,659.90","31,918.80","2,154.52",,
SO - 0002848,2/14/2015,101,Wholesale,GBP,AXW291,53,13,5,"5,078.60","25,393.00","3,351.88",,
SO - 0006805,2/14/2015,4,Export,GBP,AXW291,13,13,11,"2,385.20","26,237.20","1,765.05",,
SO - 0010632,2/14/2015,87,Distributor,GBP,FLR025,22,4,9,"1,045.20","9,406.80",836.16,,
SO - 0009495,2/14/2015,170,Wholesale,GBP,FLR025,42,8,11,"1,005.00","11,055.00",482.40,,
SO - 0008208,2/14/2015,36,Export,GBP,GUT930,27,16,10,214.40,"2,144.00",109.34,,
SO - 0009839,2/14/2015,86,Distributor,GBP,FLR025,25,17,11,"1,051.90","11,570.90",568.03,,
SO - 0010437,2/14/2015,143,Distributor,GBP,AXW291,85,5,12,"3,276.30","39,315.60","1,998.54",,
SO - 0009185,2/14/2015,128,Wholesale,GBP,NXH382,57,27,7,227.80,"1,594.60",177.68,,
SO - 0010636,2/14/2015,87,Wholesale,GBP,NXH382,62,1,6,"1,996.60","11,979.60","1,417.59",,
SO - 0001971,2/15/2015,94,Distributor,GBP,AXW291,58,4,10,"3,155.70","31,557.00","1,262.28",,
SO - 0004421,2/15/2015,26,Distributor,GBP,AXW291,37,25,7,227.80,"1,594.60",113.90,,
SO - 0006310,2/15/2015,38,Wholesale,GBP,AXW291,25,25,7,"2,546.00","17,822.00","1,196.62",,
SO - 0007907,2/15/2015,148,Distributor,GBP,AXW291,25,23,11,"3,289.70","36,186.70","2,204.10",,
SO - 0009864,2/15/2015,13,Wholesale,GBP,GUT930,9,15,11,"2,452.20","26,974.20","1,029.92",,
SO - 0008223,2/15/2015,130,Wholesale,GBP,AXW291,53,5,5,"3,912.80","19,564.00","1,956.40",,
SO - 0008660,2/15/2015,95,Export,GBP,GUT930,63,7,11,"1,051.90","11,570.90",631.14,,
SO - 0009157,2/15/2015,15,Wholesale,GBP,FLR025,74,15,10,"4,013.30","40,133.00","2,688.91",,
SO - 0004473,2/16/2015,121,Export,GBP,AXW291,7,25,10,234.50,"2,345.00",171.19,,
SO - 0005011,2/16/2015,62,Wholesale,GBP,AXW291,35,9,10,"1,005.00","10,050.00",592.95,,
SO - 0009810,2/16/2015,38,Export,GBP,AXW291,27,15,12,"1,092.10","13,105.20",655.26,,
SO - 0010297,2/16/2015,56,Export,GBP,NXH382,27,15,9,"1,112.20","10,009.80",912.00,,
SO - 0009795,2/16/2015,115,Wholesale,GBP,AXW291,58,17,6,"3,370.10","20,220.60","2,257.97",,
SO - 000646,2/17/2015,145,Distributor,GBP,AXW291,39,11,11,"1,902.80","20,930.80","1,084.60",,
SO - 0001557,2/17/2015,173,Distributor,GBP,AXW291,73,6,8,670.00,"5,360.00",475.70,,
SO - 0002749,2/17/2015,148,Distributor,GBP,AXW291,71,15,10,"1,098.80","10,988.00",879.04,,
SO - 0003066,2/17/2015,128,Wholesale,GBP,AXW291,55,9,12,180.90,"2,170.80",117.59,,
SO - 0004179,2/17/2015,52,Distributor,GBP,AXW291,53,26,11,"3,289.70","36,186.70","1,348.78",,
SO - 0007133,2/17/2015,79,Wholesale,GBP,AXW291,65,5,8,"1,226.10","9,808.80",956.36,,
SO - 0007242,2/17/2015,45,Wholesale,GBP,AXW291,3,26,12,"1,239.50","14,874.00",805.68,,
SO - 0007526,2/17/2015,166,Wholesale,GBP,AXW291,64,28,11,"5,246.10","57,707.10","3,042.74",,
SO - 0010351,2/17/2015,146,Distributor,GBP,FLR025,13,9,11,"1,011.70","11,128.70",789.13,,
SO - 0010157,2/17/2015,142,Distributor,GBP,AXW291,25,5,12,"1,118.90","13,426.80",626.58,,
SO - 0001162,2/18/2015,111,Export,GBP,AXW291,80,3,6,"6,331.50","37,989.00","2,532.60",,
SO - 0002309,2/18/2015,9,Wholesale,GBP,AXW291,15,13,12,"1,078.70","12,944.40",733.52,,
SO - 0007549,2/18/2015,112,Wholesale,GBP,AXW291,18,25,9,817.40,"7,356.60",531.31,,
SO - 0009763,2/18/2015,96,Distributor,GBP,GUT930,60,18,5,"3,953.00","19,765.00","1,581.20",,
SO - 0009272,2/18/2015,114,Distributor,GBP,NXH382,75,3,5,"5,902.70","29,513.50","2,420.11",,
SO - 0009063,2/18/2015,172,Wholesale,GBP,NXH382,26,3,10,241.20,"2,412.00",130.25,,
SO - 0010455,2/18/2015,175,Wholesale,GBP,GUT930,6,4,7,"2,559.40","17,915.80","1,638.02",,
SO - 0010570,2/18/2015,36,Wholesale,GBP,NXH382,34,25,11,"1,232.80","13,560.80",813.65,,
SO - 0002850,2/19/2015,105,Wholesale,GBP,AXW291,74,24,12,"3,899.40","46,792.80","2,261.65",,
SO - 0006144,2/19/2015,133,Wholesale,GBP,AXW291,37,26,8,"2,345.00","18,760.00","1,735.30",,
SO - 0006973,2/19/2015,144,Wholesale,GBP,AXW291,51,2,12,"1,132.30","13,587.60",849.23,,
SO - 0007214,2/19/2015,68,Distributor,GBP,AXW291,38,30,8,"1,929.60","15,436.80","1,196.35",,
SO - 0007898,2/19/2015,163,Wholesale,GBP,AXW291,31,17,6,261.30,"1,567.80",104.52,,
SO - 0008959,2/19/2015,119,Distributor,GBP,NXH382,84,3,12,"1,889.40","22,672.80",906.91,,
SO - 0010231,2/19/2015,88,Wholesale,GBP,AXW291,77,5,7,"1,105.50","7,738.50",818.07,,
SO - 000725,2/20/2015,89,Wholesale,GBP,AXW291,49,26,9,"2,512.50","22,612.50","1,658.25",,
SO - 0001584,2/20/2015,83,Export,GBP,AXW291,32,28,8,187.60,"1,500.80",78.79,,
SO - 0003636,2/20/2015,156,Wholesale,GBP,AXW291,53,14,11,"1,822.40","20,046.40","1,530.82",,
SO - 0004707,2/20/2015,63,Export,GBP,AXW291,6,14,9,"1,085.40","9,768.60",716.36,,
SO - 0004809,2/20/2015,153,Wholesale,GBP,AXW291,72,16,12,"2,385.20","28,622.40","1,311.86",,
SO - 0005544,2/20/2015,53,Wholesale,GBP,AXW291,67,12,11,"5,788.80","63,676.80","4,457.38",,
SO - 0007196,2/20/2015,117,Export,GBP,AXW291,18,19,7,174.20,"1,219.40",128.91,,
SO - 0007852,2/20/2015,106,Wholesale,GBP,AXW291,81,15,9,"1,956.40","17,607.60","1,604.25",,
SO - 0009728,2/20/2015,136,Distributor,GBP,AXW291,80,3,12,"3,845.80","46,149.60","2,076.73",,
SO - 0010375,2/20/2015,130,Distributor,GBP,AXW291,81,25,6,"2,010.00","12,060.00",964.80,,
SO - 0010217,2/20/2015,13,Wholesale,GBP,NXH382,65,26,11,978.20,"10,760.20",538.01,,
SO - 0001060,2/21/2015,94,Wholesale,GBP,AXW291,34,16,12,"1,139.00","13,668.00",740.35,,
SO - 0001475,2/21/2015,78,Wholesale,GBP,AXW291,62,6,8,"1,306.50","10,452.00",940.68,,
SO - 0005348,2/21/2015,131,Export,GBP,AXW291,19,1,5,"1,192.60","5,963.00",477.04,,
SO - 0006114,2/21/2015,154,Wholesale,GBP,AXW291,22,25,5,"3,953.00","19,765.00","3,360.05",,
SO - 0007814,2/21/2015,100,Distributor,GBP,AXW291,32,26,9,"6,338.20","57,043.80","3,993.07",,
SO - 0009694,2/21/2015,44,Wholesale,GBP,AXW291,21,14,10,911.20,"9,112.00",637.84,,
SO - 0009583,2/21/2015,120,Wholesale,GBP,FLR025,13,18,8,"1,159.10","9,272.80",776.60,,
SO - 0009592,2/21/2015,145,Wholesale,GBP,GUT930,84,2,11,"1,889.40","20,783.40","1,265.90",,
SO - 0001176,2/22/2015,114,Distributor,GBP,AXW291,30,19,9,234.50,"2,110.50",161.81,,
SO - 0003293,2/22/2015,2,Wholesale,GBP,AXW291,30,16,9,"3,618.00","32,562.00","2,858.22",,
SO - 0003713,2/22/2015,23,Wholesale,GBP,AXW291,25,30,6,"3,999.90","23,999.40","2,279.94",,
SO - 0005703,2/22/2015,91,Wholesale,GBP,AXW291,78,3,9,"1,078.70","9,708.30",571.71,,
SO - 0006193,2/22/2015,80,Distributor,GBP,AXW291,10,5,10,"3,999.90","39,999.00","2,679.93",,
SO - 000663,2/23/2015,138,Wholesale,GBP,AXW291,71,14,11,971.50,"10,686.50",592.62,,
SO - 0002379,2/23/2015,53,Wholesale,GBP,AXW291,71,28,5,"3,999.90","19,999.50","2,519.94",,
SO - 0003370,2/23/2015,162,Distributor,GBP,AXW291,61,6,10,"1,835.80","18,358.00","1,523.71",,
SO - 0003858,2/23/2015,5,Export,GBP,AXW291,2,14,12,"3,644.80","43,737.60","2,842.94",,
SO - 0005639,2/23/2015,1,Export,GBP,AXW291,59,2,5,227.80,"1,139.00",186.80,,
SO - 0006636,2/23/2015,112,Distributor,GBP,AXW291,84,3,7,241.20,"1,688.40",178.49,,
SO - 0007447,2/23/2015,78,Distributor,GBP,AXW291,54,3,9,"5,071.90","45,647.10","4,311.12",,
SO - 0009799,2/23/2015,24,Wholesale,GBP,NXH382,12,26,6,"2,974.80","17,848.80","1,338.66",,
SO - 0008231,2/23/2015,139,Distributor,GBP,AXW291,9,4,12,"2,505.80","30,069.60","1,954.52",,
SO - 0002732,2/24/2015,166,Distributor,GBP,AXW291,55,15,8,"2,546.00","20,368.00","2,062.26",,
SO - 0003117,2/24/2015,146,Distributor,GBP,AXW291,32,19,7,"6,438.70","45,070.90","4,120.77",,
SO - 0004490,2/24/2015,16,Distributor,GBP,AXW291,71,15,5,"3,095.40","15,477.00","2,631.09",,
SO - 0005410,2/24/2015,21,Wholesale,GBP,AXW291,71,6,11,"5,045.10","55,496.10","3,279.32",,
SO - 0005850,2/24/2015,109,Export,GBP,AXW291,38,20,8,"3,919.50","31,356.00","2,665.26",,
SO - 0010162,2/24/2015,50,Distributor,GBP,AXW291,5,25,12,"3,993.20","47,918.40","3,034.83",,
SO - 0010111,2/24/2015,121,Distributor,GBP,AXW291,64,10,5,167.50,837.50,73.70,,
SO - 0004541,2/25/2015,136,Wholesale,GBP,AXW291,34,4,10,"1,782.20","17,822.00","1,069.32",,
SO - 0005254,2/25/2015,7,Wholesale,GBP,AXW291,29,1,6,"1,969.80","11,818.80","1,181.88",,
SO - 0005324,2/25/2015,144,Wholesale,GBP,AXW291,43,25,5,971.50,"4,857.50",641.19,,
SO - 0005478,2/25/2015,147,Export,GBP,AXW291,57,25,10,"1,031.80","10,318.00",453.99,,
SO - 0005989,2/25/2015,141,Distributor,GBP,AXW291,42,2,6,864.30,"5,185.80",380.29,,
SO - 0007424,2/25/2015,143,Wholesale,GBP,AXW291,9,23,7,730.30,"5,112.10",496.60,,
SO - 0007677,2/25/2015,38,Wholesale,GBP,AXW291,30,15,11,998.30,"10,981.30",419.29,,
SO - 0007985,2/25/2015,33,Distributor,GBP,AXW291,57,5,8,884.40,"7,075.20",512.95,,
SO - 0008008,2/25/2015,165,Wholesale,GBP,AXW291,82,18,11,"6,210.90","68,319.90","3,540.21",,
SO - 0008677,2/25/2015,163,Wholesale,GBP,GUT930,35,26,12,"1,038.50","12,462.00",778.88,,
SO - 0010135,2/25/2015,123,Wholesale,GBP,NXH382,8,4,10,777.20,"7,772.00",512.95,,
SO - 000969,2/26/2015,110,Wholesale,GBP,AXW291,12,20,12,"2,284.70","27,416.40","1,713.53",,
SO - 0004264,2/26/2015,76,Wholesale,GBP,AXW291,76,25,12,"3,865.90","46,390.80","1,739.66",,
SO - 0010569,2/26/2015,128,Wholesale,GBP,GUT930,73,18,8,"1,118.90","8,951.20",839.18,,
SO - 000625,2/27/2015,143,Wholesale,GBP,AXW291,10,20,5,"1,882.70","9,413.50","1,430.85",,
SO - 000801,2/27/2015,92,Wholesale,GBP,AXW291,81,26,5,"1,065.30","5,326.50",671.14,,
SO - 0002933,2/27/2015,66,Distributor,GBP,AXW291,3,28,6,180.90,"1,085.40",151.96,,
SO - 0003533,2/27/2015,161,Distributor,GBP,AXW291,24,6,12,884.40,"10,612.80",725.21,,
SO - 0004466,2/27/2015,55,Wholesale,GBP,AXW291,61,23,8,174.20,"1,393.60",85.36,,
SO - 0006673,2/27/2015,1,Wholesale,GBP,AXW291,48,9,5,"2,599.60","12,998.00","1,637.75",,
SO - 0009470,2/27/2015,103,Wholesale,GBP,AXW291,21,13,7,"2,934.60","20,542.20","2,230.30",,
SO - 000799,2/28/2015,76,Wholesale,GBP,AXW291,45,14,11,"3,832.40","42,156.40","2,835.98",,
SO - 0001224,2/28/2015,159,Wholesale,GBP,AXW291,57,14,8,"2,492.40","19,939.20","1,370.82",,
SO - 0002407,2/28/2015,28,Wholesale,GBP,AXW291,7,13,9,227.80,"2,050.20",179.96,,
SO - 0002925,2/28/2015,168,Distributor,GBP,AXW291,4,15,9,"5,172.40","46,551.60","3,103.44",,
SO - 0003100,2/28/2015,151,Export,GBP,AXW291,44,4,5,"3,886.00","19,430.00","3,108.80",,
SO - 0004350,2/28/2015,65,Distributor,GBP,AXW291,7,20,6,"1,125.60","6,753.60",607.82,,
SO - 0004730,2/28/2015,132,Export,GBP,AXW291,15,26,7,"1,855.90","12,991.30",760.92,,
SO - 0004827,2/28/2015,159,Distributor,GBP,AXW291,28,17,11,180.90,"1,989.90",123.01,,
SO - 0005417,2/28/2015,131,Wholesale,GBP,AXW291,50,6,10,"3,953.00","39,530.00","2,411.33",,
SO - 0005790,2/28/2015,115,Wholesale,GBP,AXW291,16,13,5,"2,371.80","11,859.00","1,565.39",,
SO - 0009523,2/28/2015,25,Wholesale,GBP,AXW291,16,30,7,"1,139.00","7,973.00",455.60,,
SO - 0009137,2/28/2015,3,Distributor,GBP,AXW291,64,25,6,"1,949.70","11,698.20","1,559.76",,
SO - 000267,3/1/2015,75,Wholesale,GBP,AXW291,71,16,6,"1,005.00","6,030.00",502.50,,
SO - 000838,3/1/2015,122,Distributor,GBP,AXW291,45,14,8,"1,809.00","14,472.00","1,465.29",,
SO - 0001183,3/1/2015,127,Distributor,GBP,AXW291,75,9,8,"3,979.80","31,838.40","2,865.46",,
SO - 0002259,3/1/2015,161,Wholesale,GBP,AXW291,6,26,12,"1,031.80","12,381.60",433.36,,
SO - 0003714,3/1/2015,156,Distributor,GBP,AXW291,33,13,11,"1,192.60","13,118.60",536.67,,
SO - 0003802,3/1/2015,56,Wholesale,GBP,AXW291,44,25,9,877.70,"7,899.30",438.85,,
SO - 0004875,3/1/2015,97,Wholesale,GBP,AXW291,9,20,11,268.00,"2,948.00",131.32,,
SO - 0006191,3/1/2015,4,Wholesale,GBP,AXW291,26,25,9,"1,105.50","9,949.50",807.02,,
SO - 0006971,3/1/2015,62,Wholesale,GBP,AXW291,37,4,10,221.10,"2,211.00",119.39,,
SO - 0006976,3/1/2015,165,Wholesale,GBP,AXW291,66,18,9,"5,293.00","47,637.00","3,334.59",,
SO - 000111,3/2/2015,130,Export,GBP,AXW291,20,17,12,201.00,"2,412.00",124.62,,
SO - 000150,3/2/2015,91,Wholesale,GBP,AXW291,40,18,5,"3,638.10","18,190.50","1,455.24",,
SO - 0001059,3/2/2015,2,Wholesale,GBP,AXW291,75,19,11,167.50,"1,842.50",123.95,,
SO - 0004306,3/2/2015,116,Distributor,GBP,AXW291,27,4,7,"2,499.10","17,493.70","1,024.63",,
SO - 0004457,3/2/2015,164,Distributor,GBP,AXW291,14,8,6,"1,835.80","11,014.80","1,413.57",,
SO - 0004480,3/2/2015,29,Wholesale,GBP,AXW291,84,15,7,"3,946.30","27,624.10","2,920.26",,
SO - 0006580,3/2/2015,4,Distributor,GBP,AXW291,17,17,8,"2,881.00","23,048.00","2,189.56",,
